"","common","sciname","source","iucn_sid","state","status","trend","status_scale"
"909","roughtail stingray","Dasyatis centroura","IUCN",63152,"CT","NNR",NA,"CT"
"910","roughtail stingray","Dasyatis centroura","IUCN",63152,"IUCN","LC - Least concern",NA,"IUCN"
"911","roughtail stingray","Dasyatis centroura","IUCN",63152,"USA","NNR",NA,"USA"
"912","spinytail skate","Bathyraja spinicauda","IUCN",161366,NA,"NT","Unknown","IUCN"
"913","bigelow's skate","Rajella bigelowi","IUCN",161371,NA,"LC","Unknown","IUCN"
"914","jensen's skate","Amblyraja jenseni","IUCN",161491,NA,"LC","Unknown","IUCN"
"915","black dogfish","Centroscyllium fabricii","IUCN",161521,"IUCN","LC - Least concern",NA,"IUCN"
"916","black dogfish","Centroscyllium fabricii","IUCN",161521,"USA","NNR",NA,"USA"
"917","finetooth shark","Carcharhinus isodon","IUCN",161524,"IUCN","LC - Least concern",NA,"IUCN"
"918","finetooth shark","Carcharhinus isodon","IUCN",161524,"USA","NNR",NA,"USA"
"919","great torpedo ray","Tetronarce nobiliana","IUCN",161580,NA,"DD","Unknown","IUCN"
"920","round skate","Rajella fyllae","IUCN",161587,NA,"LC","Unknown","IUCN"
"921","bigeye thresher shark","Alopias superciliosus","IUCN",161696,"IUCN","VU - Vulnerable",NA,"IUCN"
"922","bigeye thresher shark","Alopias superciliosus","IUCN",161696,"USA","NNR",NA,"USA"
"923","pelagic stingray","Pteroplatytrygon violacea","IUCN",161731,NA,"LC","Unknown","IUCN"
"924","giant manta ray","Mobula birostris","IUCN",198921,NA,"VU","Decreasing","IUCN"
"925","shortfinger anchovy","Anchoa lyolepis","IUCN",191214,"IUCN","LC","Unknown","IUCN"
"926","shortfinger anchovy","Anchoa lyolepis","IUCN",191214,"USA","NNR","Unknown","USA"
"927","silver anchovy","Engraulis eurystole","IUCN",16440016,NA,"LC","Unknown","IUCN"
"928","scaled sardine","Harengula jaguana","IUCN",190478,"IUCN","LC","Unknown","IUCN"
"929","scaled sardine","Harengula jaguana","IUCN",190478,"USA","N5","Unknown","USA"
"930","atlantic thread herring","Opisthonema oglinum","IUCN",16466100,"IUCN","LC","Unknown","IUCN"
"931","atlantic thread herring","Opisthonema oglinum","IUCN",16466100,"USA","N5","Unknown","USA"
"932","round sardinella","Sardinella aurita","IUCN",198581,NA,"LC","Unknown","IUCN"
"933","feather blenny","Hypsoblennius hentz","IUCN",46104064,NA,"LC","Unknown","IUCN"
"934","northern star coral","Astrangia poculata","IUCN",133446,NA,"LC","Unknown","IUCN"
"935","pompano dolphinfish","Coryphaena equiselis","IUCN",170350,NA,"LC","Stable","IUCN"
"936","common dolphinfish","Coryphaena hippurus","IUCN",154712,NA,"LC","Stable","IUCN"
"937","sheepshead minnow","Cyprinodon variegatus","IUCN",189823,"CT","N5",NA,"CT"
"938","sheepshead minnow","Cyprinodon variegatus","IUCN",189823,"MA","S4",NA,"MA"
"939","sheepshead minnow","Cyprinodon variegatus","IUCN",189823,"NY","N5",NA,"NY"
"940","sheepshead minnow","Cyprinodon variegatus","IUCN",189823,"RI","N5",NA,"RI"
"941","sheepshead minnow","Cyprinodon variegatus","IUCN",189823,"IUCN","LC - Least concern",NA,"IUCN"
"942","sheepshead minnow","Cyprinodon variegatus","IUCN",189823,"USA","N5",NA,"USA"
"943","mummichog","Fundulus heteroclitus","IUCN",189824,"CT","S5",NA,"CT"
"944","mummichog","Fundulus heteroclitus","IUCN",189824,"ME","N5",NA,"ME"
"945","mummichog","Fundulus heteroclitus","IUCN",189824,"MA","S5",NA,"MA"
"946","mummichog","Fundulus heteroclitus","IUCN",189824,"NH","S5",NA,"NH"
"947","mummichog","Fundulus heteroclitus","IUCN",189824,"NY","S3",NA,"NY"
"948","mummichog","Fundulus heteroclitus","IUCN",189824,"RI","S5",NA,"RI"
"949","mummichog","Fundulus heteroclitus","IUCN",189824,"IUCN","LC - Least concern",NA,"IUCN"
"950","mummichog","Fundulus heteroclitus","IUCN",189824,"USA","N5",NA,"USA"
"951","striped killifish","Fundulus majalis","IUCN",20662958,"NY","N5","Unknown","NY"
"952","striped killifish","Fundulus majalis","IUCN",20662958,"RI","N5","Unknown","RI"
"953","striped killifish","Fundulus majalis","IUCN",20662958,"IUCN","LC","Unknown","IUCN"
"954","striped killifish","Fundulus majalis","IUCN",20662958,"USA","N5","Unknown","USA"
"955","rainwater killifish","Lucania parva","IUCN",191368,"CT","N5",NA,"CT"
"956","rainwater killifish","Lucania parva","IUCN",191368,"MA","S4",NA,"MA"
"957","rainwater killifish","Lucania parva","IUCN",191368,"RI","N5",NA,"RI"
"958","rainwater killifish","Lucania parva","IUCN",191368,"IUCN","LC - Least concern",NA,"IUCN"
"959","rainwater killifish","Lucania parva","IUCN",191368,"USA","N5",NA,"USA"
"960","live sharksucker","Echeneis naucrates","IUCN",190393,"IUCN","LC","Stable","IUCN"
"961","live sharksucker","Echeneis naucrates","IUCN",190393,"USA","NNR","Stable","USA"
"962","whitefin sharksucker","Echeneis neucratoides","IUCN",16440083,NA,"DD","Unknown","IUCN"
"963","slender suckerfish","Phtheirichthys lineatus","IUCN",190461,NA,"LC","Stable","IUCN"
"964","white suckerfish","Remora albescens","IUCN",155075,NA,"LC","Unknown","IUCN"
"965","whalesucker","Remora australis","IUCN",198650,NA,"LC","Stable","IUCN"
"966","spearfish remora","Remora brachyptera","IUCN",155068,NA,"LC","Stable","IUCN"
"967","marlin sucker","Remora osteochir","IUCN",190080,NA,"LC","Stable","IUCN"
"968","common remora","Remora remora","IUCN",198651,"IUCN","LC","Stable","IUCN"
"969","common remora","Remora remora","IUCN",198651,"USA","NNR","Stable","USA"
"970","atlantic spadefish","Chaetodipterus faber","IUCN",16435530,"IUCN","LC","Unknown","IUCN"
"971","atlantic spadefish","Chaetodipterus faber","IUCN",16435530,"USA","N5","Unknown","USA"
"972","pencil cardinal","Epigonus denticulatus","IUCN",198652,NA,"LC","Unknown","IUCN"
"973","bigeye","Epigonus pandionis","IUCN",15601962,NA,"LC","Unknown","IUCN"
"974","fourbeard rockling","Enchelyopus cimbrius","IUCN",15522054,"NY","NNR","Unknown","NY"
"975","fourbeard rockling","Enchelyopus cimbrius","IUCN",15522054,"RI","NNR","Unknown","RI"
"976","fourbeard rockling","Enchelyopus cimbrius","IUCN",15522054,"IUCN","LC","Unknown","IUCN"
"977","fourbeard rockling","Enchelyopus cimbrius","IUCN",15522054,"USA","NNR","Unknown","USA"
"978","hollowsnout grenadier","Coelorinchus caelorhincus","IUCN",198775,NA,"LC","Unknown","IUCN"
"979","abyssal grenadier","Coryphaenoides armatus","IUCN",18125776,NA,"LC","Unknown","IUCN"
"980","günther's grenadier","Coryphaenoides guentheri","IUCN",198594,NA,"LC","Unknown","IUCN"
"981","ghostly grenadier","Coryphaenoides leptolepis","IUCN",15522140,NA,"LC","Unknown","IUCN"
"982","mediterranean grenadier","Coryphaenoides mediterraneus","IUCN",198595,NA,"LC","Unknown","IUCN"
"983","roundnose grenadier","Coryphaenoides rupestris","IUCN",15522149,NA,"CR","Unknown","IUCN"
"984","glasshead grenadier","Hymenocephalus italicus","IUCN",198596,NA,"LC","Unknown","IUCN"
"985","american straptail grenadier","Malacocephalus occidentalis","IUCN",155265,NA,"LC","Unknown","IUCN"
"986","common atlantic grenadier","Nezumia aequalis","IUCN",198597,NA,"LC","Unknown","IUCN"
"987","roughtip grenadier","Nezumia sclerorhynchus","IUCN",198598,NA,"LC","Unknown","IUCN"
"988","arrowtail","Melanonus zugmayeri","IUCN",15522213,NA,"LC","Unknown","IUCN"
"989","offshore hake","Merluccius albidus","IUCN",16466377,NA,"LC","Unknown","IUCN"
"990","offshore hake","Merluccius albidus","IUCN",16466377,"IUCN","LC","Unknown","IUCN"
"991","offshore hake","Merluccius albidus","IUCN",16466377,"USA","NNR","Unknown","USA"
"992","flat-nose codling","Antimora rostrata","IUCN",190385,NA,"LC","Unknown","IUCN"
"993","beardless codling","Gadella imberbis","IUCN",190069,NA,"LC","Unknown","IUCN"
"994","metallic codling","Physiculus fulvus","IUCN",190091,NA,"LC","Unknown","IUCN"
"995","metallic codling","Physiculus fulvus","IUCN",190091,"IUCN","LC","Unknown","IUCN"
"996","metallic codling","Physiculus fulvus","IUCN",190091,"USA","NNR","Unknown","USA"
"997","red cornetfish","Fistularia petimba","IUCN",16781113,NA,"LC","Unknown","IUCN"
"998","blue-spotted cornetfish","Fistularia tabacaria","IUCN",16781124,NA,"LC","Unknown","IUCN"
"999","blue-spotted cornetfish","Fistularia tabacaria","IUCN",16781124,"IUCN","LC","Unknown","IUCN"
"1000","blue-spotted cornetfish","Fistularia tabacaria","IUCN",16781124,"USA","NNR","Unknown","USA"
"1001","blackspotted stickleback","Gasterosteus wheatlandi","IUCN",19922686,"ME","NNR","Stable","ME"
"1002","blackspotted stickleback","Gasterosteus wheatlandi","IUCN",19922686,"NY","NNR","Stable","NY"
"1003","blackspotted stickleback","Gasterosteus wheatlandi","IUCN",19922686,"RI","NNR","Stable","RI"
"1004","blackspotted stickleback","Gasterosteus wheatlandi","IUCN",19922686,"IUCN","LC","Stable","IUCN"
"1005","blackspotted stickleback","Gasterosteus wheatlandi","IUCN",19922686,"USA","NNR","Stable","USA"
"1006","striped escolar","Diplospinus multistriatus","IUCN",20665551,NA,"LC","Unknown","IUCN"
"1007","snake mackerel","Gempylus serpens","IUCN",16509126,NA,"LC","Stable","IUCN"
"1008","escolar","Lepidocybium flavobrunneum","IUCN",190287,NA,"LC","Unknown","IUCN"
"1009","black snake mackerel","Nealotus tripes","IUCN",16509242,NA,"LC","Stable","IUCN"
"1010","black gemfish","Nesiarchus nasutus","IUCN",18158583,NA,"LC","Stable","IUCN"
"1011","black gemfish","Nesiarchus nasutus","IUCN",18158583,"IUCN","LC","Stable","IUCN"
"1012","black gemfish","Nesiarchus nasutus","IUCN",18158583,"USA","NNR","Stable","USA"
"1013","roudi escolar","Promethichthys prometheus","IUCN",16509297,NA,"LC","Stable","IUCN"
"1014","oilfish","Ruvettus pretiosus","IUCN",190432,NA,"LC","Stable","IUCN"
"1015","skilletfish","Gobiesox strumosus","IUCN",186005,"IUCN","LC","Unknown","IUCN"
"1016","skilletfish","Gobiesox strumosus","IUCN",186005,"USA","N5","Unknown","USA"
"1017","naked goby","Gobiosoma bosc","IUCN",186012,"NY","N5","Unknown","NY"
"1018","naked goby","Gobiosoma bosc","IUCN",186012,"RI","N5","Unknown","RI"
"1019","naked goby","Gobiosoma bosc","IUCN",186012,"IUCN","LC","Unknown","IUCN"
"1020","naked goby","Gobiosoma bosc","IUCN",186012,"USA","N5","Unknown","USA"
"1021","seaboard goby","Gobiosoma ginsburgi","IUCN",186010,"NY","NNR","Unknown","NY"
"1022","seaboard goby","Gobiosoma ginsburgi","IUCN",186010,"RI","NNR","Unknown","RI"
"1023","seaboard goby","Gobiosoma ginsburgi","IUCN",186010,"IUCN","LC","Unknown","IUCN"
"1024","seaboard goby","Gobiosoma ginsburgi","IUCN",186010,"USA","NNR","Unknown","USA"
"1025","bermuda sea chub","Kyphosus sectatrix","IUCN",198561,NA,"LC","Stable","IUCN"
"1026","opah","Lampris guttatus","IUCN",195038,NA,"LC","Unknown","IUCN"
"1027","oarfish","Regalecus glesne","IUCN",190378,NA,"LC","Unknown","IUCN"
"1028","tube-eye","Stylephorus chordatus","IUCN",21112669,NA,"LC","Unknown","IUCN"
"1029","polka-dot ribbonfish","Desmodema polystictum","IUCN",190073,NA,"LC","Unknown","IUCN"
"1030","scalloped ribbonfish","Zu cristatus","IUCN",190346,NA,"LC","Unknown","IUCN"
"1031","flatback lobster","Stereomastis sculpta","IUCN",185012,NA,"LC","Stable","IUCN"
"1032","florida lobsterette","Nephropsis aculeata","IUCN",169958,NA,"LC","Unknown","IUCN"
"1033","caribbean spiny lobster","Panulirus argus","IUCN",169976,NA,"DD","Decreasing","IUCN"
"1034",NA,"Stereomastis nana","IUCN",185000,NA,"LC","Stable","IUCN"
"1035",NA,"Cardus crucifer","IUCN",185015,NA,"LC","Unknown","IUCN"
"1036",NA,"Polycheles typhlops","IUCN",185026,NA,"LC","Stable","IUCN"
"1037","singlespot frogfish","Fowlerichthys radiosus","IUCN",16467178,NA,"LC","Unknown","IUCN"
"1038","sargassumfish","Histrio histrio","IUCN",190183,"RI","NNR","Stable","RI"
"1039","sargassumfish","Histrio histrio","IUCN",190183,"IUCN","LC","Stable","IUCN"
"1040","sargassumfish","Histrio histrio","IUCN",190183,"USA","NNR","Stable","USA"
"1041","fanfin angler","Caulophryne jordani","IUCN",190447,NA,"LC","Unknown","IUCN"
"1042",NA,"Caulophryne polynema","IUCN",21112867,NA,"LC","Unknown","IUCN"
"1043","horned lantern fish","Centrophryne spinulosa","IUCN",60469670,NA,"LC","Unknown","IUCN"
"1044","deepsea angler","Ceratias holboelli","IUCN",18127741,NA,"LC","Unknown","IUCN"
"1045","stargazing seadevil","Ceratias uranoscopus","IUCN",21112879,NA,"LC","Unknown","IUCN"
"1046","triplewart seadevil","Cryptopsaras couesii","IUCN",190067,NA,"LC","Unknown","IUCN"
"1047",NA,"Bufoceratias wedli","IUCN",18127809,NA,"LC","Unknown","IUCN"
"1048",NA,"Diceratias pileatus","IUCN",190089,NA,"LC","Unknown","IUCN"
"1049",NA,"Gigantactis gibbsi","IUCN",60470485,NA,"LC","Unknown","IUCN"
"1050",NA,"Gigantactis ios","IUCN",60470680,NA,"LC","Unknown","IUCN"
"1051",NA,"Gigantactis longicirra","IUCN",60470683,NA,"LC","Unknown","IUCN"
"1052","cosmopolitan whipnose","Gigantactis vanhoeffeni","IUCN",60470687,NA,"DD","Unknown","IUCN"
"1053","footballfish","Himantolophus albinares","IUCN",60470792,NA,"DD","Unknown","IUCN"
"1054",NA,"Himantolophus brevirostris","IUCN",60470817,NA,"DD","Unknown","IUCN"
"1055","atlantic football-fish","Himantolophus groenlandicus","IUCN",18127836,NA,"LC","Unknown","IUCN"
"1056",NA,"Himantolophus rostratus","IUCN",60470918,NA,"DD","Unknown","IUCN"
"1057","soft leafvent angler","Haplophryne mollis","IUCN",60470770,NA,"LC","Unknown","IUCN"
"1058",NA,"Linophryne pennibarbata","IUCN",21112898,NA,"LC","Unknown","IUCN"
"1059","humpback anglerfish","Melanocetus johnsonii","IUCN",18127840,NA,"LC","Unknown","IUCN"
"1060","spiny seadevil","Neoceratias spinifer","IUCN",60481914,NA,"LC","Unknown","IUCN"
"1061","atlantic batfish","Dibranchus atlanticus","IUCN",20663855,NA,"LC","Unknown","IUCN"
"1062","atlantic batfish","Dibranchus atlanticus","IUCN",20663855,"IUCN","LC","Unknown","IUCN"
"1063","atlantic batfish","Dibranchus atlanticus","IUCN",20663855,"USA","NNR","Unknown","USA"
"1064",NA,"Dibranchus tremendus","IUCN",20663917,NA,"LC","Unknown","IUCN"
"1065","smooth dreamer","Chaenophryne draco","IUCN",60469804,NA,"LC","Unknown","IUCN"
"1066","can-opener smoothdream","Chaenophryne longiceps","IUCN",154916,NA,"LC","Unknown","IUCN"
"1067",NA,"Chaenophryne ramifera","IUCN",42830251,NA,"LC","Unknown","IUCN"
"1068",NA,"Dolopichthys allector","IUCN",42830260,NA,"LC","Unknown","IUCN"
"1069",NA,"Dolopichthys danae","IUCN",61934241,NA,"LC","Unknown","IUCN"
"1070",NA,"Dolopichthys longicornis","IUCN",190278,NA,"LC","Unknown","IUCN"
"1071","lobed dreamer","Dolopichthys pullatus","IUCN",60470361,NA,"DD","Unknown","IUCN"
"1072","plainchin dreamarm","Leptacanthichthys gracilispinis","IUCN",60471934,NA,"DD","Unknown","IUCN"
"1073","whalehead dreamer","Lophodolos acanthognathus","IUCN",190157,NA,"LC","Unknown","IUCN"
"1074","short-rod anglerfish","Microlophichthys microlophus","IUCN",42830277,NA,"LC","Unknown","IUCN"
"1075","bulbous dreamer","Oneirodes eschrichtii","IUCN",18128749,NA,"LC","Unknown","IUCN"
"1076",NA,"Oneirodes macrosteus","IUCN",60482102,NA,"LC","Unknown","IUCN"
"1077",NA,"Pentherichthys atratus","IUCN",60482374,NA,"LC","Unknown","IUCN"
"1078",NA,"Phyllorhinichthys balushkini","IUCN",60482553,NA,"LC","Unknown","IUCN"
"1079","prickly dreamer","Spiniphryne gladisfenae","IUCN",190402,NA,"LC","Unknown","IUCN"
"1080","cubera snapper","Lutjanus cyanopterus","IUCN",12417,NA,"VU","Decreasing","IUCN"
"1081","grey snapper","Lutjanus griseus","IUCN",192941,"NY","N5","Unknown","NY"
"1082","grey snapper","Lutjanus griseus","IUCN",192941,"IUCN","LC","Unknown","IUCN"
"1083","grey snapper","Lutjanus griseus","IUCN",192941,"USA","N5","Unknown","USA"
"1084","dog snapper","Lutjanus jocu","IUCN",190221,NA,"DD","Decreasing","IUCN"
"1085","yellowtail snapper","Ocyurus chrysurus","IUCN",194341,NA,"DD","Decreasing","IUCN"
"1086","louvar","Luvarus imperialis","IUCN",190116,NA,"LC","Unknown","IUCN"
"1087","clymene dolphin","Stenella clymene","IUCN",20730,"IUCN","DD - Data deficient",NA,"IUCN"
"1088","clymene dolphin","Stenella clymene","IUCN",20730,"USA","NU",NA,"USA"
"1089","white-beaked dolphin","Lagenorhynchus albirostris","IUCN",11142,"ME","NU",NA,"ME"
"1090","white-beaked dolphin","Lagenorhynchus albirostris","IUCN",11142,"MA","S1",NA,"MA"
"1091","white-beaked dolphin","Lagenorhynchus albirostris","IUCN",11142,"NY","NU",NA,"NY"
"1092","white-beaked dolphin","Lagenorhynchus albirostris","IUCN",11142,"IUCN","LC - Least concern",NA,"IUCN"
"1093","white-beaked dolphin","Lagenorhynchus albirostris","IUCN",11142,"USA","NU",NA,"USA"
"1094","harbor seal","Phoca vitulina","IUCN",17013,"CT","N5",NA,"CT"
"1095","harbor seal","Phoca vitulina","IUCN",17013,"ME","S5",NA,"ME"
"1096","harbor seal","Phoca vitulina","IUCN",17013,"MA","S4",NA,"MA"
"1097","harbor seal","Phoca vitulina","IUCN",17013,"NH","S4N",NA,"NH"
"1098","harbor seal","Phoca vitulina","IUCN",17013,"NY","S3",NA,"NY"
"1099","harbor seal","Phoca vitulina","IUCN",17013,"RI","N5",NA,"RI"
"1100","harbor seal","Phoca vitulina","IUCN",17013,"IUCN","LC - Least concern",NA,"IUCN"
"1101","harbor seal","Phoca vitulina","IUCN",17013,"USA","N5",NA,"USA"
"1102","blue whale","Balaenoptera musculus","IUCN",2477,"ME","N1",NA,"ME"
"1103","blue whale","Balaenoptera musculus","IUCN",2477,"MA","S1",NA,"MA"
"1104","blue whale","Balaenoptera musculus","IUCN",2477,"NY","N1",NA,"NY"
"1105","blue whale","Balaenoptera musculus","IUCN",2477,"RI","N1",NA,"RI"
"1106","blue whale","Balaenoptera musculus","IUCN",2477,"IUCN","EN - Endangered",NA,"IUCN"
"1107","blue whale","Balaenoptera musculus","IUCN",2477,"USA","N1",NA,"USA"
"1108","bryde's whale","Balaenoptera edeni","IUCN",2476,"IUCN","DD - Data deficient",NA,"IUCN"
"1109","bryde's whale","Balaenoptera edeni","IUCN",2476,"USA","NU",NA,"USA"
"1110","killer whale","Orcinus orca","IUCN",15421,"ME","N4",NA,"ME"
"1111","killer whale","Orcinus orca","IUCN",15421,"MA","S1",NA,"MA"
"1112","killer whale","Orcinus orca","IUCN",15421,"NY","N4",NA,"NY"
"1113","killer whale","Orcinus orca","IUCN",15421,"IUCN","DD - Data deficient",NA,"IUCN"
"1114","killer whale","Orcinus orca","IUCN",15421,"USA","N4",NA,"USA"
"1115","grey seal","Halichoerus grypus","IUCN",9660,"CT","S4N",NA,"CT"
"1116","grey seal","Halichoerus grypus","IUCN",9660,"ME","S1",NA,"ME"
"1117","grey seal","Halichoerus grypus","IUCN",9660,"MA","S4",NA,"MA"
"1118","grey seal","Halichoerus grypus","IUCN",9660,"NH","N1",NA,"NH"
"1119","grey seal","Halichoerus grypus","IUCN",9660,"NY","N1",NA,"NY"
"1120","grey seal","Halichoerus grypus","IUCN",9660,"IUCN","LC - Least concern",NA,"IUCN"
"1121","grey seal","Halichoerus grypus","IUCN",9660,"USA","N1",NA,"USA"
"1122","hooded seal","Cystophora cristata","IUCN",6204,NA,"VU","Unknown","IUCN"
"1123","pygmy sperm whale","Kogia breviceps","IUCN",11047,"MA","S2",NA,"MA"
"1124","pygmy sperm whale","Kogia breviceps","IUCN",11047,"NY","NU",NA,"NY"
"1125","pygmy sperm whale","Kogia breviceps","IUCN",11047,"IUCN","DD - Data deficient",NA,"IUCN"
"1126","pygmy sperm whale","Kogia breviceps","IUCN",11047,"USA","NU",NA,"USA"
"1127","dwarf sperm whale","Kogia sima","IUCN",11048,"IUCN","DD - Data deficient",NA,"IUCN"
"1128","dwarf sperm whale","Kogia sima","IUCN",11048,"USA","NU",NA,"USA"
"1129","harp seal","Pagophilus groenlandicus","IUCN",41671,NA,"LC","Increasing","IUCN"
"1130","pantropical spotted dolphin","Stenella attenuata","IUCN",20729,"IUCN","LC - Least concern",NA,"IUCN"
"1131","pantropical spotted dolphin","Stenella attenuata","IUCN",20729,"USA","NU",NA,"USA"
"1132","spinner dolphin","Stenella longirostris","IUCN",20733,"IUCN","DD - Data deficient",NA,"IUCN"
"1133","spinner dolphin","Stenella longirostris","IUCN",20733,"USA","NU",NA,"USA"
"1134","north atlantic bottlenose whale","Hyperoodon ampullatus","IUCN",10707,NA,"DD","Unknown","IUCN"
"1135","north atlantic bottlenose whale","Hyperoodon ampullatus","IUCN",10707,"IUCN","DD - Data deficient","Unknown","IUCN"
"1136","north atlantic bottlenose whale","Hyperoodon ampullatus","IUCN",10707,"USA","NU","Unknown","USA"
"1137","flathead mullet","Mugil cephalus","IUCN",135567,"MA","S4",NA,"MA"
"1138","flathead mullet","Mugil cephalus","IUCN",135567,"NY","N5",NA,"NY"
"1139","flathead mullet","Mugil cephalus","IUCN",135567,"IUCN","LC - Least concern",NA,"IUCN"
"1140","flathead mullet","Mugil cephalus","IUCN",135567,"USA","N5",NA,"USA"
"1141","white mullet","Mugil curema","IUCN",190168,"NY","N5","Unknown","NY"
"1142","white mullet","Mugil curema","IUCN",190168,"RI","N5","Unknown","RI"
"1143","white mullet","Mugil curema","IUCN",190168,"IUCN","LC","Unknown","IUCN"
"1144","white mullet","Mugil curema","IUCN",190168,"USA","N5","Unknown","USA"
"1145","red goatfish","Mullus auratus","IUCN",16545072,NA,"LC","Unknown","IUCN"
"1146","spotted goatfish","Pseudupeneus maculatus","IUCN",16545086,NA,"LC","Unknown","IUCN"
"1147","glacier lantern fish","Benthosema glaciale","IUCN",198611,NA,"LC","Stable","IUCN"
"1148","smallfin lanternfish","Benthosema suborbitale","IUCN",15598524,NA,"LC","Stable","IUCN"
"1149","lanternfish","Bolinichthys indicus","IUCN",190390,NA,"LC","Stable","IUCN"
"1150","spurcheek lanternfish","Bolinichthys photothorax","IUCN",190317,NA,"LC","Stable","IUCN"
"1151","stubby lanternfish","Bolinichthys supralateralis","IUCN",190488,NA,"LC","Unknown","IUCN"
"1152","roundnose lanternfish","Centrobranchus nigroocellatus","IUCN",15598550,NA,"LC","Stable","IUCN"
"1153","madeira lantern fish","Ceratoscopelus maderensis","IUCN",198612,NA,"LC","Unknown","IUCN"
"1154","warming's lantern fish","Ceratoscopelus warmingii","IUCN",15598596,NA,"LC","Stable","IUCN"
"1155","bertelsen's lanternfish","Diaphus bertelseni","IUCN",15598621,NA,"LC","Unknown","IUCN"
"1156","short-headed lantern fish","Diaphus brachycephalus","IUCN",15598630,NA,"LC","Unknown","IUCN"
"1157","lantern fish","Diaphus dumerilii","IUCN",190314,NA,"DD","Stable","IUCN"
"1158","headlight fish","Diaphus effulgens","IUCN",15598639,NA,"LC","Stable","IUCN"
"1159","fragile lantern fish","Diaphus fragilis","IUCN",15598666,NA,"LC","Unknown","IUCN"
"1160","garman's lanternfish","Diaphus garmani","IUCN",190321,NA,"LC","Unknown","IUCN"
"1161","spotlight lanternfish","Diaphus lucidus","IUCN",15598672,NA,"LC","Unknown","IUCN"
"1162","lutkens lanternfish","Diaphus luetkeni","IUCN",47165067,NA,"LC","Unknown","IUCN"
"1163","spothead lantern fish","Diaphus metopoclampus","IUCN",198613,NA,"LC","Unknown","IUCN"
"1164","soft lanternfish","Diaphus mollis","IUCN",190197,NA,"LC","Stable","IUCN"
"1165","transparent lantern fish","Diaphus perspicillatus","IUCN",15598778,NA,"LC","Stable","IUCN"
"1166","problematic lanternfish","Diaphus problematicus","IUCN",60470092,NA,"LC","Unknown","IUCN"
"1167","white-spotted lantern fish","Diaphus rafinesquii","IUCN",154729,NA,"LC","Unknown","IUCN"
"1168","horned lanternfish","Diaphus splendidus","IUCN",15598791,NA,"LC","Unknown","IUCN"
"1169",NA,"Diaphus subtilis","IUCN",15598799,NA,"DD","Unknown","IUCN"
"1170","slopewater lanternfish","Diaphus taaningi","IUCN",15598809,NA,"DD","Stable","IUCN"
"1171","taaning's lantern fish","Diaphus termophilus","IUCN",15598812,NA,"LC","Stable","IUCN"
"1172","longfin lanternfish","Diogenichthys atlanticus","IUCN",198614,NA,"LC","Stable","IUCN"
"1173","electric lantern fish","Electrona risso","IUCN",198615,NA,"LC","Unknown","IUCN"
"1174","cocco's lanternfish","Gonichthys cocco","IUCN",198616,NA,"LC","Stable","IUCN"
"1175","benoit's lanternfish","Hygophum benoiti","IUCN",190100,NA,"LC","Stable","IUCN"
"1176","bermuda lantern fish","Hygophum hygomii","IUCN",198617,NA,"LC","Unknown","IUCN"
"1177","large-finned lanternfish","Hygophum macrochir","IUCN",15598815,NA,"LC","Unknown","IUCN"
"1178","reinhardt's lantern fish","Hygophum reinhardtii","IUCN",15598887,NA,"LC","Unknown","IUCN"
"1179","t<e5>ning<92>s lanternfish","Hygophum taaningi","IUCN",15598938,NA,"LC","Unknown","IUCN"
"1180","anomalous lanternfish","Lampadena anomala","IUCN",15598948,NA,"DD","Unknown","IUCN"
"1181","chaves' lanternfish","Lampadena chavesi","IUCN",15598951,NA,"LC","Unknown","IUCN"
"1182","luminous lanternfish","Lampadena luminosa","IUCN",15598957,NA,"LC","Unknown","IUCN"
"1183","mirror lanternfish","Lampadena speculigera","IUCN",60471855,NA,"LC","Unknown","IUCN"
"1184","mirror lanternfish","Lampadena speculigera","IUCN",60471855,"IUCN","LC","Unknown","IUCN"
"1185","mirror lanternfish","Lampadena speculigera","IUCN",60471855,"USA","NNR","Unknown","USA"
"1186","winged lanternfish","Lampanyctus alatus","IUCN",15599060,NA,"LC","Unknown","IUCN"
"1187","jewel lanternfish","Lampanyctus crocodilus","IUCN",198618,NA,"LC","Unknown","IUCN"
"1188","festive lanternfish","Lampanyctus festivus","IUCN",15599067,NA,"LC","Unknown","IUCN"
"1189","diamondcheek lanternfish","Lampanyctus intricarius","IUCN",15599070,NA,"LC","Unknown","IUCN"
"1190","rakery beaconlamp","Lampanyctus macdonaldi","IUCN",18128938,NA,"LC","Unknown","IUCN"
"1191","noble lanternfish","Lampanyctus nobilis","IUCN",190369,NA,"LC","Unknown","IUCN"
"1192","dotback lanternfish","Lampanyctus photonotus","IUCN",60471860,NA,"LC","Unknown","IUCN"
"1193","pygmy lanternfish","Lampanyctus pusillus","IUCN",198619,NA,"LC","Unknown","IUCN"
"1194",NA,"Lepidophanes gaussi","IUCN",15599123,NA,"LC","Stable","IUCN"
"1195","g<fc>nther<92>s lanternfish","Lepidophanes guentheri","IUCN",15599136,NA,"LC","Stable","IUCN"
"1196","dofleini's lantern fish","Lobianchia dofleini","IUCN",198620,NA,"LC","Stable","IUCN"
"1197","cocco's lantern fish","Lobianchia gemellarii","IUCN",190425,NA,"LC","Unknown","IUCN"
"1198","barebelly lanternfish","Loweina interrupta","IUCN",60473762,NA,"LC","Unknown","IUCN"
